C1.0,C1.5,C2.0,C2.5,C3.0,C3.5,C4.0,C4.5,C5.0,C5.5,C6.0,N1.0,N1.5,N2.0,N2.5,N3.0,N3.5,N4.0,N4.5,N5.0,N5.5,N6.0,OW1.0,OW1.5,OW2.0,OW2.5,OW3.0,OW3.5,OW4.0,OW4.5,OW5.0,OW5.5,OW6.0,OCoor1.0,OCoor1.5,OCoor2.0,OCoor2.5,OCoor3.0,OCoor3.5,OCoor4.0,OCoor4.5,OCoor5.0,OCoor5.5,OCoor6.0,O1.0,O1.5,O2.0,O2.5,O3.0,O3.5,O4.0,O4.5,O5.0,O5.5,O6.0,H1.0,H1.5,H2.0,H2.5,H3.0,H3.5,H4.0,H4.5,H5.0,H5.5,H6.0,C:C,C:N,C:OW,C:OCoor,C:O,C:H,N:C,N:N,N:OW,N:OCoor,N:O,N:H,OW:C,OW:N,OW:OW,OW:OCoor,OW:O,OW:H,OCoor:C,OCoor:N,OCoor:OW,OCoor:OCoor,OCoor:O,OCoor:H,O:C,O:N,O:OW,O:OCoor,O:O,O:H,H:C,H:N,H:OW,H:OCoor,H:O,H:H,Cachg
0.000000,0.000000,0.000000,0.000000,0.000000,0.065872,0.276609,0.637677,1.191592,2.004052,3.089031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007946,0.079987,0.319324,0.782052,0.000000,0.000000,0.000000,0.000000,0.027071,0.128071,0.243880,0.350489,0.441938,0.518410,0.581877,0.000000,0.000000,0.000000,0.000000,0.145386,0.787457,1.575375,2.318948,2.968482,3.547440,4.057253,0.000000,0.000000,0.000000,0.000000,0.142482,0.716045,1.399344,2.037422,2.592224,3.115040,3.649393,0.000000,0.000000,0.000000,0.000000,0.000000,0.035897,0.248452,0.668707,1.422873,2.551071,4.036085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005911,0.005814,0.000000,0.000000,0.000000,0.005911,0.025378,0.024795,0.000000,0.000000,0.000000,0.005814,0.024795,0.024212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8847
0.000000,0.000000,0.000000,0.000000,0.000000,0.043857,0.214221,0.568317,1.089506,1.905759,3.068287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022902,0.158834,0.489311,0.954736,0.000000,0.000000,0.000000,0.000000,0.025206,0.124740,0.240124,0.346773,0.438454,0.515221,0.578990,0.000000,0.000000,0.000000,0.000000,0.177467,0.779414,1.471114,2.135579,2.775040,3.366317,3.891715,0.000000,0.000000,0.000000,0.000000,0.157355,0.664221,1.241888,1.799646,2.346783,2.872213,3.373406,0.000000,0.000000,0.000000,0.000000,0.000000,0.030350,0.192967,0.696244,1.561061,2.755675,4.300465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007157,0.006571,0.000000,0.000000,0.000000,0.007157,0.036001,0.031466,0.000000,0.000000,0.000000,0.006571,0.031466,0.026931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8886
0.000000,0.000000,0.000000,0.000000,0.000000,0.081462,0.342035,0.764756,1.355392,2.214490,3.448975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016953,0.167783,0.563451,1.105665,0.000000,0.000000,0.000000,0.000000,0.032756,0.137792,0.254721,0.361154,0.451907,0.527516,0.590109,0.000000,0.000000,0.000000,0.000000,0.230784,0.957320,1.774895,2.564273,3.273034,3.883605,4.401022,0.000000,0.000000,0.000000,0.000000,0.182453,0.795269,1.493826,2.177525,2.797383,3.334508,3.792573,0.000000,0.000000,0.000000,0.000000,0.000391,0.058327,0.262476,0.792938,1.677165,2.914821,4.541049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011958,0.009059,0.000004,0.000000,0.000000,0.011958,0.063338,0.050383,0.000139,0.000000,0.000000,0.009059,0.050383,0.037427,0.000102,0.000000,0.000000,0.000004,0.000139,0.000102,0.000000,1.9674
0.000000,0.000000,0.000000,0.000000,0.000000,0.039501,0.179409,0.512696,1.019549,1.834906,3.000435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001514,0.101981,0.421615,0.893799,0.000000,0.000000,0.000000,0.000000,0.041378,0.151574,0.269804,0.375859,0.465580,0.539961,0.601333,0.000000,0.000000,0.000000,0.000000,0.244843,0.901890,1.611690,2.291586,2.935849,3.522959,4.039912,0.000000,0.000000,0.000000,0.000000,0.211910,0.763803,1.356642,1.930111,2.483643,3.002642,3.504810,0.000000,0.000000,0.000000,0.000000,0.000000,0.035845,0.256031,0.733205,1.436975,2.438386,3.834394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015303,0.012871,0.000000,0.000000,0.000000,0.015303,0.072475,0.062229,0.000000,0.000000,0.000000,0.012871,0.062229,0.051984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.9809
0.000000,0.000000,0.000000,0.000000,0.000103,0.053320,0.218534,0.589421,1.226679,2.133120,3.319366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001533,0.120556,0.452930,0.946218,0.000000,0.000000,0.000000,0.000000,0.041783,0.152198,0.270480,0.376515,0.466187,0.540513,0.601830,0.000000,0.000000,0.000000,0.000000,0.249395,0.907579,1.615623,2.283152,2.929191,3.517939,4.036215,0.000000,0.000000,0.000000,0.000000,0.216660,0.769822,1.360940,1.922035,2.477319,2.993470,3.521285,0.000000,0.000000,0.000000,0.000000,0.000127,0.059981,0.284385,0.835086,1.707018,2.874885,4.428624,0.000000,0.000000,0.000007,0.000030,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000000,0.000000,0.016014,0.013481,0.000002,0.000030,0.000000,0.016014,0.073922,0.063423,0.000046,0.000025,0.000000,0.013481,0.063423,0.052924,0.000038,0.000000,0.000000,0.000002,0.000046,0.000038,0.000000,2.0760
0.000000,0.000000,0.000000,0.000000,0.000166,0.054367,0.188380,0.514050,1.043615,1.912285,3.213091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011065,0.157964,0.563760,1.116614,0.000000,0.000000,0.000000,0.000000,0.055921,0.172987,0.292660,0.397872,0.485897,0.558366,0.617876,0.000000,0.000000,0.000000,0.000000,0.253533,0.915131,1.624186,2.289321,2.909129,3.481678,3.991031,0.000000,0.000000,0.000000,0.000000,0.212839,0.764617,1.355531,1.914576,2.455040,3.012886,3.572648,0.000000,0.000000,0.000000,0.000000,0.000000,0.044750,0.280793,0.851205,1.675829,2.804897,4.307075,0.000000,0.000000,0.000013,0.000051,0.000040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.021576,0.017394,0.000000,0.000051,0.000000,0.021576,0.078646,0.066141,0.000000,0.000040,0.000000,0.017394,0.066141,0.053636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.6871
0.000000,0.000000,0.000000,0.000000,0.001586,0.103705,0.332527,0.716860,1.301099,2.158531,3.320118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068305,0.321203,0.763732,0.000000,0.000000,0.000000,0.000000,0.046862,0.159878,0.278745,0.384508,0.473583,0.547224,0.607869,0.000000,0.000000,0.000000,0.000000,0.280576,1.034170,1.855315,2.596673,3.238142,3.806827,4.300940,0.000000,0.000000,0.000000,0.000000,0.251394,0.902420,1.607311,2.242163,2.818727,3.368393,3.905002,0.000000,0.000000,0.000000,0.000000,0.000000,0.023402,0.208011,0.612277,1.329857,2.403422,3.843700,0.000000,0.000000,0.000145,0.000494,0.000408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000145,0.000000,0.000000,0.020702,0.019218,0.000000,0.000494,0.000000,0.020702,0.094675,0.083379,0.000000,0.000408,0.000000,0.019218,0.083379,0.072083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.9962
0.000000,0.000000,0.000000,0.000000,0.000000,0.080612,0.356021,0.766907,1.322177,2.231432,3.589470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000436,0.045314,0.127478,0.273486,0.643488,1.163163,0.000000,0.000000,0.000000,0.000000,0.018898,0.112801,0.226464,0.333171,0.425651,0.503474,0.568336,0.000000,0.000000,0.000000,0.000009,0.254616,0.966384,1.772505,2.518225,3.196528,3.792083,4.303761,0.000000,0.000000,0.000000,0.000009,0.223778,0.831806,1.521348,2.160568,2.750918,3.304229,3.817091,0.000000,0.000000,0.000000,0.000000,0.000000,0.027031,0.243167,0.767512,1.673141,2.922064,4.504763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007697,0.006963,0.000000,0.000000,0.000000,0.007697,0.075709,0.065983,0.000000,0.000000,0.000000,0.006963,0.065983,0.056257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.7874
0.000000,0.000000,0.000000,0.000000,0.000000,0.047307,0.196798,0.506624,1.004955,1.841114,3.033719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000990,0.093392,0.391911,0.862970,0.000000,0.000000,0.000000,0.000000,0.041139,0.151204,0.269403,0.375471,0.465219,0.539634,0.601038,0.000000,0.000000,0.000000,0.000396,0.233764,0.845115,1.540760,2.224266,2.855102,3.435819,3.951843,0.000000,0.000000,0.000000,0.000396,0.188455,0.687558,1.264503,1.842159,2.383738,2.896458,3.414149,0.000000,0.000000,0.000000,0.000000,0.000000,0.020004,0.193126,0.674046,1.507766,2.618024,4.072177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015511,0.013306,0.000000,0.000000,0.000000,0.015511,0.062880,0.049321,0.000000,0.000000,0.000000,0.013306,0.049321,0.035761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.0731
0.000000,0.000000,0.000000,0.000000,0.002083,0.069679,0.285550,0.682530,1.288897,2.245701,3.568712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000506,0.044410,0.269438,0.688302,1.245266,0.000000,0.000000,0.000000,0.000000,0.030002,0.133157,0.249575,0.356102,0.447190,0.523211,0.586219,0.000000,0.000000,0.000000,0.001221,0.282323,0.950690,1.659821,2.321138,2.952902,3.531794,4.043420,0.000000,0.000000,0.000000,0.001221,0.251157,0.815559,1.408050,1.962877,2.509893,3.056699,3.605512,0.000000,0.000000,0.000000,0.000000,0.001247,0.065482,0.343397,0.972016,1.862431,3.083137,4.708570,0.000000,0.000000,0.000088,0.000693,0.000587,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000088,0.000000,0.000000,0.013094,0.012027,0.000012,0.000693,0.000000,0.013094,0.094463,0.082761,0.000533,0.000587,0.000000,0.012027,0.082761,0.071059,0.000482,0.000003,0.000000,0.000012,0.000533,0.000482,0.000000,1.9962
0.000000,0.000000,0.000000,0.000000,0.000000,0.035861,0.175489,0.517352,1.066841,1.913731,3.081697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000766,0.087830,0.397097,0.877618,0.000000,0.000000,0.000000,0.000000,0.019892,0.114763,0.228730,0.335438,0.427790,0.505440,0.570121,0.000000,0.000000,0.000000,0.000888,0.287057,0.963314,1.675231,2.336027,2.966531,3.544036,4.054341,0.000000,0.000000,0.000000,0.000888,0.246105,0.812399,1.406141,1.960860,2.501594,3.006905,3.518943,0.000000,0.000000,0.000000,0.000000,0.000000,0.047610,0.256159,0.762289,1.647728,2.857385,4.377831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009122,0.007625,0.000000,0.000000,0.000000,0.009122,0.095656,0.081265,0.000000,0.000000,0.000000,0.007625,0.081265,0.066874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.2183
0.000000,0.000000,0.000000,0.000000,0.000000,0.024700,0.180779,0.537774,1.050718,1.889322,3.097934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025633,0.184538,0.571780,1.094157,0.000000,0.000000,0.000000,0.000000,0.037099,0.144859,0.262495,0.368753,0.458983,0.533962,0.595927,0.000000,0.000000,0.000000,0.000000,0.201530,0.828956,1.528887,2.196834,2.842465,3.434659,3.958123,0.000000,0.000000,0.000000,0.000000,0.156469,0.671772,1.253031,1.815115,2.372008,2.916404,3.430732,0.000000,0.000000,0.000000,0.000000,0.000000,0.017941,0.221305,0.840900,1.808659,3.098652,4.703891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011409,0.009430,0.000000,0.000000,0.000000,0.011409,0.048102,0.037750,0.000000,0.000000,0.000000,0.009430,0.037750,0.027399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.7818
0.000000,0.000000,0.000000,0.000000,0.000000,0.115887,0.405000,0.821387,1.403020,2.407715,3.907714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014161,0.206540,0.630938,1.189419,0.000000,0.000000,0.000000,0.000000,0.007492,0.086539,0.195127,0.301373,0.395395,0.475520,0.542861,0.000000,0.000000,0.000000,0.000000,0.174419,0.927085,1.834635,2.685748,3.423055,4.043373,4.560315,0.000000,0.000000,0.000000,0.000000,0.147386,0.799081,1.590830,2.335333,2.981186,3.539762,4.047583,0.000000,0.000000,0.000000,0.000000,0.000000,0.036680,0.207136,0.767544,1.688343,2.954857,4.591944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001947,0.001647,0.000000,0.000000,0.000000,0.001947,0.036724,0.030391,0.000000,0.000000,0.000000,0.001647,0.030391,0.024058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.4459
0.000000,0.000000,0.000000,0.000000,0.000000,0.049478,0.225665,0.598981,1.213622,2.135887,3.411869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017138,0.194280,0.611539,1.175942,0.000000,0.000000,0.000000,0.000000,0.045163,0.157337,0.276020,0.381878,0.471152,0.545019,0.605886,0.000000,0.000000,0.000000,0.000000,0.274015,0.944311,1.655004,2.311753,2.937282,3.512958,4.023260,0.000000,0.000000,0.000000,0.000000,0.219185,0.772868,1.363970,1.915437,2.467025,3.021398,3.567686,0.000000,0.000000,0.000000,0.000000,0.000000,0.039106,0.299561,0.978843,2.027514,3.356469,5.034229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019218,0.016137,0.000000,0.000000,0.000000,0.019218,0.088490,0.071509,0.000000,0.000000,0.000000,0.016137,0.071509,0.054528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.0762
0.000000,0.000000,0.000000,0.000000,0.000000,0.059641,0.325348,0.741868,1.308207,2.168082,3.407998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014827,0.184164,0.576624,1.112670,0.000000,0.000000,0.000000,0.000000,0.019598,0.114187,0.228065,0.334773,0.427163,0.504864,0.569598,0.000000,0.000000,0.000000,0.000450,0.254588,0.923061,1.718791,2.513100,3.228176,3.844767,4.367436,0.000000,0.000000,0.000000,0.000450,0.214194,0.773012,1.450640,2.138845,2.764085,3.306157,3.772478,0.000000,0.000000,0.000000,0.000000,0.004588,0.077654,0.280103,0.843450,1.684780,2.781769,4.237867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008112,0.007187,0.000030,0.000000,0.000000,0.008112,0.074408,0.061113,0.001916,0.000000,0.000000,0.007187,0.061113,0.047817,0.001658,0.000000,0.000000,0.000030,0.001916,0.001658,0.000000,2.1200
0.000000,0.000000,0.000000,0.000000,0.000000,0.040810,0.258183,0.651173,1.194171,2.061068,3.346314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000204,0.038814,0.227115,0.638277,1.188440,0.000000,0.000000,0.000000,0.000000,0.035637,0.142511,0.259922,0.366242,0.456647,0.531836,0.594009,0.000000,0.000000,0.000000,0.000053,0.272261,0.938612,1.647849,2.335741,2.998096,3.593833,4.113607,0.000000,0.000000,0.000000,0.000053,0.222714,0.774777,1.364878,1.947163,2.520756,3.057888,3.560329,0.000000,0.000000,0.000000,0.000000,0.000000,0.026633,0.262538,0.843069,1.746992,2.974991,4.566003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015249,0.011924,0.000000,0.000000,0.000000,0.015249,0.087959,0.072026,0.000000,0.000000,0.000000,0.011924,0.072026,0.056092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.7519
0.000000,0.000000,0.000000,0.000000,0.000458,0.107683,0.417192,0.859471,1.486620,2.404221,3.628850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014164,0.158270,0.539144,1.070774,0.000000,0.000000,0.000000,0.000000,0.026343,0.126780,0.242427,0.349052,0.440592,0.517179,0.580762,0.000000,0.000000,0.000000,0.000000,0.248464,0.991082,1.819286,2.618858,3.330573,3.940301,4.455020,0.000000,0.000000,0.000000,0.000000,0.214909,0.851967,1.563104,2.256273,2.877332,3.426572,3.922050,0.000000,0.000000,0.000000,0.000000,0.000000,0.009373,0.168945,0.718841,1.672352,2.985445,4.728232,0.000000,0.000000,0.000014,0.000134,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000014,0.000000,0.000000,0.009907,0.008285,0.000000,0.000134,0.000000,0.009907,0.074588,0.063765,0.000000,0.000105,0.000000,0.008285,0.063765,0.052942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.0865
0.000000,0.000000,0.000000,0.000000,0.000003,0.050092,0.213739,0.574863,1.121731,1.973102,3.181130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.081312,0.395838,0.877997,0.000000,0.000000,0.000000,0.000000,0.030452,0.133924,0.250429,0.356941,0.447975,0.523927,0.586867,0.000000,0.000000,0.000000,0.000000,0.287581,0.965501,1.678037,2.340451,2.973325,3.552001,4.062741,0.000000,0.000000,0.000000,0.000000,0.235880,0.798537,1.391740,1.948675,2.493038,3.002973,3.513242,0.000000,0.000000,0.000000,0.000000,0.000000,0.012389,0.188643,0.644369,1.341300,2.385707,3.868303,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013466,0.011620,0.000000,0.000001,0.000000,0.013466,0.097856,0.080193,0.000000,0.000001,0.000000,0.011620,0.080193,0.062531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8524
0.000000,0.000000,0.000000,0.000000,0.000000,0.033729,0.182807,0.534507,1.036133,1.844801,2.986443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010360,0.152188,0.490521,0.973175,0.000000,0.000000,0.000000,0.000000,0.052762,0.168492,0.287916,0.393328,0.481717,0.554588,0.614486,0.000000,0.000000,0.000000,0.000000,0.207460,0.832056,1.530265,2.193601,2.843624,3.438637,3.963781,0.000000,0.000000,0.000000,0.000000,0.172990,0.691441,1.272428,1.829397,2.388874,2.910234,3.416749,0.000000,0.000000,0.000000,0.000000,0.000000,0.031004,0.234986,0.744828,1.537885,2.607837,4.072830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017628,0.015481,0.000000,0.000000,0.000000,0.017628,0.049455,0.040380,0.000000,0.000000,0.000000,0.015481,0.040380,0.031305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.7340
0.000000,0.000000,0.000000,0.000000,0.000075,0.052740,0.204338,0.548056,1.071599,1.931725,3.098791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013153,0.123418,0.445949,0.924095,0.000000,0.000000,0.000000,0.000000,0.038119,0.146480,0.264266,0.370478,0.460586,0.535421,0.597242,0.000000,0.000000,0.000000,0.000000,0.244800,0.892885,1.605801,2.297005,2.925669,3.500870,4.010912,0.000000,0.000000,0.000000,0.000000,0.192894,0.725625,1.319191,1.906914,2.483428,3.047341,3.596051,0.000000,0.000000,0.000000,0.000000,0.002439,0.069689,0.316070,0.940750,1.917023,3.154601,4.669118,0.000000,0.000000,0.000005,0.000023,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.014653,0.012394,0.000031,0.000023,0.000000,0.014653,0.070265,0.055408,0.000962,0.000017,0.000000,0.012394,0.055408,0.040550,0.000786,0.000000,0.000000,0.000031,0.000962,0.000786,0.000000,1.8642
0.000000,0.000000,0.000000,0.000000,0.000000,0.084206,0.374062,0.801648,1.415929,2.353298,3.680734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003292,0.061673,0.291375,0.744010,1.318531,0.000000,0.000000,0.000000,0.000000,0.009446,0.091754,0.201513,0.307926,0.401670,0.481340,0.548180,0.000000,0.000000,0.000000,0.000033,0.288079,1.051419,1.880232,2.670873,3.374493,3.977453,4.486655,0.000000,0.000000,0.000000,0.000033,0.250184,0.905294,1.616354,2.300772,2.914258,3.457795,3.950569,0.000000,0.000000,0.000000,0.000000,0.000000,0.001642,0.230248,0.887327,1.962747,3.354393,5.068392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004226,0.003733,0.000000,0.000000,0.000000,0.004226,0.101774,0.087321,0.000000,0.000000,0.000000,0.003733,0.087321,0.072869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.3308
0.000000,0.000000,0.000000,0.000000,0.000000,0.043189,0.275337,0.678511,1.221884,2.043593,3.233574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016795,0.173030,0.550616,1.078014,0.000000,0.000000,0.000000,0.000000,0.023809,0.122191,0.237234,0.343907,0.435763,0.512756,0.576757,0.000000,0.000000,0.000000,0.000000,0.278707,0.950040,1.698577,2.464448,3.166020,3.777618,4.299966,0.000000,0.000000,0.000000,0.000000,0.221673,0.775487,1.404271,2.065003,2.678676,3.217946,3.681017,0.000000,0.000000,0.000000,0.000000,0.000000,0.010097,0.197001,0.735342,1.581674,2.774952,4.390047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010171,0.008625,0.000000,0.000000,0.000000,0.010171,0.093952,0.074737,0.000000,0.000000,0.000000,0.008625,0.074737,0.055522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.0239
0.000000,0.000000,0.000000,0.000000,0.000000,0.039281,0.187114,0.526835,1.086883,2.027060,3.346565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024712,0.214559,0.621315,1.173490,0.000000,0.000000,0.000000,0.000000,0.046078,0.158709,0.277493,0.383301,0.472467,0.546212,0.606959,0.000000,0.000000,0.000000,0.000000,0.204049,0.835027,1.536199,2.187717,2.790508,3.352477,3.859787,0.000000,0.000000,0.000000,0.000000,0.170905,0.696592,1.280767,1.825866,2.338266,2.851320,3.395934,0.000000,0.000000,0.000000,0.000000,0.000662,0.090352,0.363599,0.952190,1.846226,3.029922,4.588889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013726,0.011035,0.000010,0.000000,0.000000,0.013726,0.050860,0.042026,0.000201,0.000000,0.000000,0.011035,0.042026,0.033193,0.000163,0.000000,0.000000,0.000010,0.000201,0.000163,0.000000,2.0624
0.000000,0.000000,0.000000,0.000000,0.000000,0.042177,0.210915,0.578809,1.183781,2.098643,3.437416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003421,0.051154,0.221476,0.634240,1.212183,0.000000,0.000000,0.000000,0.000000,0.028033,0.129758,0.245775,0.352359,0.443690,0.520012,0.583326,0.000000,0.000000,0.000000,0.000000,0.210605,0.831813,1.528286,2.181978,2.801360,3.378742,3.894994,0.000000,0.000000,0.000000,0.000000,0.174942,0.689260,1.268318,1.815691,2.344672,2.854566,3.395783,0.000000,0.000000,0.000000,0.000000,0.000000,0.023261,0.284294,0.874510,1.791725,2.993174,4.506984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009012,0.007782,0.000000,0.000000,0.000000,0.009012,0.050159,0.041978,0.000000,0.000000,0.000000,0.007782,0.041978,0.033797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8951
0.000000,0.000000,0.000000,0.000000,0.000008,0.076513,0.329177,0.730277,1.277629,2.071205,3.152844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010959,0.069932,0.181757,0.470305,0.927725,0.000000,0.000000,0.000000,0.000000,0.027456,0.128748,0.244642,0.351240,0.442642,0.519054,0.582460,0.000000,0.000000,0.000000,0.000000,0.244943,0.964717,1.775254,2.518114,3.186743,3.776625,4.285287,0.000000,0.000000,0.000000,0.000000,0.219953,0.840367,1.535572,2.171779,2.748701,3.269449,3.756278,0.000000,0.000000,0.000000,0.000000,0.000000,0.019975,0.218105,0.717886,1.570814,2.749847,4.289273,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011079,0.010265,0.000000,0.000002,0.000000,0.011079,0.067537,0.059348,0.000000,0.000002,0.000000,0.010265,0.059348,0.051158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.1501
0.000000,0.000000,0.000000,0.000000,0.000000,0.014091,0.119001,0.414491,0.834199,1.505676,2.575555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.067714,0.387979,0.872735,0.000000,0.000000,0.000000,0.000000,0.025404,0.125097,0.240528,0.347173,0.438829,0.515565,0.579301,0.000000,0.000000,0.000000,0.000000,0.141741,0.715128,1.398434,2.058152,2.710249,3.312373,3.846621,0.000000,0.000000,0.000000,0.000000,0.114339,0.586473,1.153898,1.707016,2.272228,2.834379,3.361752,0.000000,0.000000,0.000000,0.000000,0.000000,0.034873,0.190522,0.711889,1.543529,2.661461,4.053460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005905,0.005027,0.000000,0.000000,0.000000,0.005905,0.022447,0.017641,0.000000,0.000000,0.000000,0.005027,0.017641,0.012834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.8111
