holoCaM-CaMKII.loop1.water2.frame252	7 2.2869560397817414	1.8748
holoCaM-CaMKII.loop1.water2.frame253	7 2.3445495870113127	1.9541
holoCaM-CaMKII.loop1.water2.frame254	7 2.2105549715189947	1.8809
holoCaM-CaMKII.loop1.water2.frame255	7 1.7287419099307166	1.9775
holoCaM-CaMKII.loop1.water2.frame256	7 2.2415363910353805	1.9285
holoCaM-CaMKII.loop1.water2.frame257	7 2.2013373720125764	1.8990
holoCaM-CaMKII.loop1.water2.frame258	7 2.212987900081933	1.8816
holoCaM-CaMKII.loop1.water2.frame259	7 2.2407036935256346	1.9222
holoCaM-CaMKII.loop1.water2.frame25	7 2.092681158544621	1.9137
holoCaM-CaMKII.loop1.water2.frame260	7 2.064058390337433	1.9349
holoCaM-CaMKII.loop1.water2.frame262	7 2.3292389642256013	1.8834
holoCaM-CaMKII.loop1.water2.frame263	7 2.4515351634918	2.0318
holoCaM-CaMKII.loop1.water2.frame264	7 2.113479487359374	1.8878
holoCaM-CaMKII.loop1.water2.frame265	7 2.3377913576432916	1.9299
holoCaM-CaMKII.loop1.water2.frame266	7 2.12302276274512	1.8391
holoCaM-CaMKII.loop1.water2.frame267	6 2.357506797947272	1.9099
holoCaM-CaMKII.loop1.water2.frame268	6 1.9183222078489013	1.9237
holoCaM-CaMKII.loop1.water2.frame269	7 2.1078257281524277	1.9482
holoCaM-CaMKII.loop1.water2.frame26	6 2.014668867549318	1.9224
holoCaM-CaMKII.loop1.water2.frame270	7 2.186575864637166	1.9701
holoCaM-CaMKII.loop1.water2.frame271	7 2.3239630514708924	1.9071
holoCaM-CaMKII.loop1.water2.frame272	7 2.1579244751204203	1.9422
holoCaM-CaMKII.loop1.water2.frame273	7 2.332433935575384	1.7874
holoCaM-CaMKII.loop1.water2.frame275	7 2.2604703398411	1.9977
holoCaM-CaMKII.loop1.water2.frame276	6 2.190350593651419	1.8373
holoCaM-CaMKII.loop1.water2.frame277	7 2.153886412411119	2.0456
holoCaM-CaMKII.loop1.water2.frame278	7 2.144345032804493	1.9119
holoCaM-CaMKII.loop1.water2.frame27	6 2.284128618642916	1.8943
holoCaM-CaMKII.loop1.water2.frame280	7 1.7839071548081518	2.0139
holoCaM-CaMKII.loop1.water2.frame281	5 2.180025809554061	1.9720
holoCaM-CaMKII.loop1.water2.frame283	7 2.2586621228148944	1.9148
holoCaM-CaMKII.loop1.water2.frame284	7 2.179611886040666	1.9070
holoCaM-CaMKII.loop1.water2.frame285	7 2.283962165081457	1.9035
holoCaM-CaMKII.loop1.water2.frame286	7 2.278650309095642	1.9163
holoCaM-CaMKII.loop1.water2.frame287	6 2.111149839542396	1.9431
holoCaM-CaMKII.loop1.water2.frame288	7 2.024524598406665	1.8420
holoCaM-CaMKII.loop1.water2.frame289	6 2.2067699969562513	1.9694
holoCaM-CaMKII.loop1.water2.frame28	7 2.4313632837813866	1.8298
holoCaM-CaMKII.loop1.water2.frame290	7 2.2329696407831796	1.9678
holoCaM-CaMKII.loop1.water2.frame293	6 2.3104554529456696	1.8962
holoCaM-CaMKII.loop1.water2.frame294	7 2.4883326948616835	1.9393
holoCaM-CaMKII.loop1.water2.frame295	7 2.0961658479959917	1.9156
holoCaM-CaMKII.loop1.water2.frame296	7 2.403062364973153	2.0094
holoCaM-CaMKII.loop1.water2.frame297	7 2.3175338603267206	1.9007
holoCaM-CaMKII.loop1.water2.frame298	7 2.5154688360105535	1.9370
holoCaM-CaMKII.loop1.water2.frame299	7 2.0254408298609596	1.9421
holoCaM-CaMKII.loop1.water2.frame29	6 2.175786353682688	1.9060
holoCaM-CaMKII.loop1.water2.frame2	7 2.0271488872588885	1.8358
holoCaM-CaMKII.loop1.water2.frame300	7 2.2761180969112114	1.8653
holoCaM-CaMKII.loop1.water2.frame301	6 1.9225011021720164	1.9478
holoCaM-CaMKII.loop1.water2.frame302	7 2.3189715226141296	1.8916
holoCaM-CaMKII.loop1.water2.frame303	6 2.0974095350135324	1.9584
holoCaM-CaMKII.loop1.water2.frame304	7 2.211391018696447	1.8667
holoCaM-CaMKII.loop1.water2.frame305	7 2.5280020527753315	1.8649
holoCaM-CaMKII.loop1.water2.frame307	7 2.431121576662568	1.9625
holoCaM-CaMKII.loop1.water2.frame309	7 2.3231370575082155	1.8273
holoCaM-CaMKII.loop1.water2.frame311	5 2.2212293539996586	1.7254
holoCaM-CaMKII.loop1.water2.frame312	6 2.1145870871819357	1.8983
holoCaM-CaMKII.loop1.water2.frame313	7 2.0208488771273343	1.9154
holoCaM-CaMKII.loop1.water2.frame315	7 2.2253193666433697	1.9521
holoCaM-CaMKII.loop1.water2.frame316	7 2.200058558767786	1.8693
holoCaM-CaMKII.loop1.water2.frame317	7 2.334124809818315	1.9036
holoCaM-CaMKII.loop1.water2.frame318	7 2.2580039803424325	1.8581
holoCaM-CaMKII.loop1.water2.frame319	7 2.2318868060975205	1.8655
holoCaM-CaMKII.loop1.water2.frame31	7 2.23284784358449	1.9114
holoCaM-CaMKII.loop1.water2.frame320	7 2.4055533405613367	1.9058
holoCaM-CaMKII.loop1.water2.frame321	7 2.2878753711352293	2.0053
holoCaM-CaMKII.loop1.water2.frame322	7 2.1568307036469605	1.8343
holoCaM-CaMKII.loop1.water2.frame323	7 2.317253864963677	1.9235
holoCaM-CaMKII.loop1.water2.frame324	7 2.2564265669214185	1.9229
holoCaM-CaMKII.loop1.water2.frame325	6 2.237057993344991	1.8868
holoCaM-CaMKII.loop1.water2.frame327	6 2.2006405551453847	1.8820
holoCaM-CaMKII.loop1.water2.frame328	6 2.3766620823803137	1.8954
holoCaM-CaMKII.loop1.water2.frame32	7 2.168565105867793	1.9445
holoCaM-CaMKII.loop1.water2.frame330	7 2.3712188651858237	1.8984
holoCaM-CaMKII.loop1.water2.frame331	7 2.3516270397293098	1.8684
holoCaM-CaMKII.loop1.water2.frame332	7 2.1113897064872913	1.9608
holoCaM-CaMKII.loop1.water2.frame333	6 2.2486637461188663	1.8572
holoCaM-CaMKII.loop1.water2.frame334	7 2.2633689636130687	1.9312
holoCaM-CaMKII.loop1.water2.frame335	7 2.00370133590659	1.9095
holoCaM-CaMKII.loop1.water2.frame336	7 2.128433012303594	1.8908
holoCaM-CaMKII.loop1.water2.frame337	7 2.179619458820658	1.9157
holoCaM-CaMKII.loop1.water2.frame338	7 2.2128085946159106	1.9398
holoCaM-CaMKII.loop1.water2.frame339	7 2.2370471401317906	1.8333
holoCaM-CaMKII.loop1.water2.frame33	7 2.1284659821880485	1.8776
holoCaM-CaMKII.loop1.water2.frame342	7 2.0936769212825603	1.9250
holoCaM-CaMKII.loop1.water2.frame343	7 2.373266307436624	2.0358
holoCaM-CaMKII.loop1.water2.frame344	6 2.373099341236869	1.9171
holoCaM-CaMKII.loop1.water2.frame345	7 1.9287853232856351	1.8463
holoCaM-CaMKII.loop1.water2.frame346	6 2.274019268305657	1.9666
holoCaM-CaMKII.loop1.water2.frame348	7 2.133349068331609	1.7956
holoCaM-CaMKII.loop1.water2.frame349	6 2.3241917518849085	1.8644
holoCaM-CaMKII.loop1.water2.frame34	7 2.497946252886134	1.9642
holoCaM-CaMKII.loop1.water2.frame350	6 2.306472892153403	1.9768
holoCaM-CaMKII.loop1.water2.frame351	7 2.223130297109935	1.9302
holoCaM-CaMKII.loop1.water2.frame352	6 2.5030517515395507	1.7484
holoCaM-CaMKII.loop1.water2.frame354	7 2.301420448490106	2.0395
holoCaM-CaMKII.loop1.water2.frame355	7 2.4375280610085373	1.9357
holoCaM-CaMKII.loop1.water2.frame356	7 2.329542075781238	2.0578
holoCaM-CaMKII.loop1.water2.frame357	6 2.1650641343323307	1.9084
holoCaM-CaMKII.loop1.water2.frame358	7 2.1522363337662718	1.9194
holoCaM-CaMKII.loop1.water2.frame359	6 2.1238638722154186	1.8693
holoCaM-CaMKII.loop1.water2.frame360	7 2.1835564884921563	1.8660
holoCaM-CaMKII.loop1.water2.frame361	7 2.1503830018346095	1.9256
holoCaM-CaMKII.loop1.water2.frame362	6 1.769844605590778	2.0291
holoCaM-CaMKII.loop1.water2.frame363	7 2.1624708377653845	1.9640
holoCaM-CaMKII.loop1.water2.frame364	7 2.178961360682585	2.0744
holoCaM-CaMKII.loop1.water2.frame365	7 2.131231507112519	2.0850
holoCaM-CaMKII.loop1.water2.frame366	7 2.2187179046506302	1.9299
holoCaM-CaMKII.loop1.water2.frame367	7 2.316737012428278	1.8910
holoCaM-CaMKII.loop1.water2.frame368	7 2.558850101424274	1.9901
holoCaM-CaMKII.loop1.water2.frame369	6 2.533629540651911	1.9375
holoCaM-CaMKII.loop1.water2.frame370	7 2.212138853172944	1.9886
holoCaM-CaMKII.loop1.water2.frame371	7 2.235458802735163	1.8620
holoCaM-CaMKII.loop1.water2.frame372	7 2.0464823451674516	1.8513
holoCaM-CaMKII.loop1.water2.frame373	7 2.529697824003872	1.9714
holoCaM-CaMKII.loop1.water2.frame375	7 2.285570155339306	1.9757
holoCaM-CaMKII.loop1.water2.frame376	7 1.9052745445123662	1.9698
holoCaM-CaMKII.loop1.water2.frame377	7 2.143404940113579	1.9289
holoCaM-CaMKII.loop1.water2.frame378	7 2.3902963104413306	1.8943
holoCaM-CaMKII.loop1.water2.frame379	7 2.2531210086455196	1.9066
holoCaM-CaMKII.loop1.water2.frame37	7 2.0207635452734007	1.8887
holoCaM-CaMKII.loop1.water2.frame380	7 2.1979845407507006	1.9908
holoCaM-CaMKII.loop1.water2.frame381	7 2.0386530662502924	1.8971
holoCaM-CaMKII.loop1.water2.frame382	7 2.3537133626703395	1.9564
holoCaM-CaMKII.loop1.water2.frame384	7 2.21941355454757	1.9003
holoCaM-CaMKII.loop1.water2.frame385	6 2.352235596705156	1.8842
holoCaM-CaMKII.loop1.water2.frame388	7 2.134869332381523	1.9175
holoCaM-CaMKII.loop1.water2.frame389	7 2.3201997060804374	1.8876
holoCaM-CaMKII.loop1.water2.frame38	7 2.101563352481964	1.9739
holoCaM-CaMKII.loop1.water2.frame390	7 2.2933937564269122	1.9486
holoCaM-CaMKII.loop1.water2.frame391	7 2.066931357236497	1.9192
holoCaM-CaMKII.loop1.water2.frame392	6 2.357001874620147	1.9447
holoCaM-CaMKII.loop1.water2.frame393	7 2.21443930271912	1.9435
holoCaM-CaMKII.loop1.water2.frame394	7 2.152504761169113	1.9286
holoCaM-CaMKII.loop1.water2.frame395	6 2.100489880149876	1.8425
holoCaM-CaMKII.loop1.water2.frame396	7 2.02167971531123	1.9514
holoCaM-CaMKII.loop1.water2.frame398	7 2.129116028071793	1.9093
holoCaM-CaMKII.loop1.water2.frame399	7 2.4496024127006724	1.9626
holoCaM-CaMKII.loop1.water2.frame39	7 2.3067028276228805	1.9555
holoCaM-CaMKII.loop1.water2.frame3	7 2.0849929102367173	1.8821
holoCaM-CaMKII.loop1.water2.frame400	6 2.263532879708066	1.8278
holoCaM-CaMKII.loop1.water2.frame401	7 2.3273930305619124	1.9992
holoCaM-CaMKII.loop1.water2.frame403	6 1.9691646469325208	1.9487
holoCaM-CaMKII.loop1.water2.frame404	6 2.3759550922274952	1.9394
holoCaM-CaMKII.loop1.water2.frame405	7 2.3552461818882224	1.8588
holoCaM-CaMKII.loop1.water2.frame406	7 2.170055145716218	2.0322
holoCaM-CaMKII.loop1.water2.frame407	7 2.4549419850998566	1.8685
holoCaM-CaMKII.loop1.water2.frame408	6 2.3397489162456595	1.8772
holoCaM-CaMKII.loop1.water2.frame409	7 2.169287176274226	1.9056
holoCaM-CaMKII.loop1.water2.frame40	7 2.3504500390707483	1.8252
holoCaM-CaMKII.loop1.water2.frame410	7 2.143706947890463	1.9582
holoCaM-CaMKII.loop1.water2.frame411	7 2.3850064259473855	1.8286
holoCaM-CaMKII.loop1.water2.frame412	7 2.4030162570877893	1.8789
holoCaM-CaMKII.loop1.water2.frame413	7 2.4777464649698473	1.9857
holoCaM-CaMKII.loop1.water2.frame414	7 2.087020078731944	1.9036
holoCaM-CaMKII.loop1.water2.frame415	7 1.906523560233407	1.8377
holoCaM-CaMKII.loop1.water2.frame416	6 2.1493835875136673	1.9071
holoCaM-CaMKII.loop1.water2.frame417	7 2.1529554061871976	1.9998
holoCaM-CaMKII.loop1.water2.frame419	7 2.1525770700470153	2.0317
holoCaM-CaMKII.loop1.water2.frame41	7 2.0122795090481196	1.9508
holoCaM-CaMKII.loop1.water2.frame420	7 2.1763446864888314	1.8926
holoCaM-CaMKII.loop1.water2.frame421	7 2.155811080126678	1.9336
holoCaM-CaMKII.loop1.water2.frame422	7 2.2127951312515686	2.0104
holoCaM-CaMKII.loop1.water2.frame423	7 2.268305182105001	1.8292
holoCaM-CaMKII.loop1.water2.frame424	7 2.311300488810442	1.8575
holoCaM-CaMKII.loop1.water2.frame425	7 2.1387578750369425	1.9037
holoCaM-CaMKII.loop1.water2.frame426	6 1.8873641184103533	1.8830
holoCaM-CaMKII.loop1.water2.frame427	6 2.1390617199355324	2.0282
holoCaM-CaMKII.loop1.water2.frame428	7 2.104247444995247	1.9760
holoCaM-CaMKII.loop1.water2.frame429	7 2.4766479338522815	1.9846
holoCaM-CaMKII.loop1.water2.frame42	7 2.4260746005986005	2.0238
holoCaM-CaMKII.loop1.water2.frame430	7 2.1802476651354383	1.9164
holoCaM-CaMKII.loop1.water2.frame431	7 2.1633203388211637	1.9079
holoCaM-CaMKII.loop1.water2.frame432	7 2.18514236682614	1.9433
holoCaM-CaMKII.loop1.water2.frame433	7 1.9917863369904885	1.9444
holoCaM-CaMKII.loop1.water2.frame434	7 2.1478534328443746	1.8704
holoCaM-CaMKII.loop1.water2.frame435	7 2.4317842234448768	1.8618
holoCaM-CaMKII.loop1.water2.frame436	6 2.168360844178866	1.8277
holoCaM-CaMKII.loop1.water2.frame437	7 2.268462537002317	1.8136
holoCaM-CaMKII.loop1.water2.frame438	7 2.30039355193921	1.8843
holoCaM-CaMKII.loop1.water2.frame439	7 2.1785361940980295	1.9469
holoCaM-CaMKII.loop1.water2.frame43	7 2.2880680482261253	1.9629
holoCaM-CaMKII.loop1.water2.frame440	7 2.4693359152410443	1.9479
holoCaM-CaMKII.loop1.water2.frame441	7 2.271570101069587	1.8638
holoCaM-CaMKII.loop1.water2.frame442	7 2.288616165565331	2.0462
holoCaM-CaMKII.loop1.water2.frame443	7 2.2246055380909926	1.8954
holoCaM-CaMKII.loop1.water2.frame444	7 2.2508835043204583	1.9612
holoCaM-CaMKII.loop1.water2.frame445	7 2.5235906669552723	1.9124
holoCaM-CaMKII.loop1.water2.frame447	7 1.8448627937744382	1.9105
holoCaM-CaMKII.loop1.water2.frame449	7 2.245007641822024	1.9393
holoCaM-CaMKII.loop1.water2.frame44	7 2.221595849491613	1.9336
holoCaM-CaMKII.loop1.water2.frame450	7 1.9861001548926849	1.9259
holoCaM-CaMKII.loop1.water2.frame451	6 2.0394639656581437	1.9172
holoCaM-CaMKII.loop1.water2.frame452	7 2.3223015336164434	1.9350
holoCaM-CaMKII.loop1.water2.frame454	7 2.072729546962777	2.0239
holoCaM-CaMKII.loop1.water2.frame456	6 2.1310200111831707	1.9559
holoCaM-CaMKII.loop1.water2.frame457	7 2.313733390583832	1.9064
holoCaM-CaMKII.loop1.water2.frame458	7 2.2821182610452735	1.9662
holoCaM-CaMKII.loop1.water2.frame459	7 2.139237948410425	1.9094
holoCaM-CaMKII.loop1.water2.frame45	6 2.2632187171009504	1.9025
holoCaM-CaMKII.loop1.water2.frame460	7 2.191481508921478	1.9689
holoCaM-CaMKII.loop1.water2.frame461	7 2.0144287753772057	1.9468
