apoCaM-CA-Ng.loop1.water0.frame821  20  1.8969
apoCaM-CA-Ng.loop1.water0.frame823  20  1.8621
apoCaM-CA-Ng.loop1.water0.frame918  20  1.7267
apoCaM-CA-Ng.loop1.water0.frame931  20  1.8046
apoCaM-CA-Ng.loop1.water1.frame100  20  1.8801
apoCaM-CA-Ng.loop1.water1.frame1259  20  1.7813
apoCaM-CA-Ng.loop1.water1.frame1261  20  1.8864
apoCaM-CA-Ng.loop1.water1.frame1263  20  1.7218
apoCaM-CA-Ng.loop1.water1.frame1266  20  1.8016
apoCaM-CA-Ng.loop1.water1.frame1268  20  1.8952
apoCaM-CA-Ng.loop1.water1.frame1269  20  1.8203
apoCaM-CA-Ng.loop1.water1.frame1270  20  1.7968
apoCaM-CA-Ng.loop1.water1.frame1272  20  1.8455
apoCaM-CA-Ng.loop1.water1.frame1273  20  1.8181
apoCaM-CA-Ng.loop1.water1.frame1274  20  1.8071
apoCaM-CA-Ng.loop1.water1.frame1275  20  1.8657
apoCaM-CA-Ng.loop1.water1.frame1292  20  1.8086
apoCaM-CA-Ng.loop1.water1.frame1296  20  1.8537
apoCaM-CA-Ng.loop1.water1.frame1307  20  1.8132
apoCaM-CA-Ng.loop1.water1.frame1311  20  1.9799
apoCaM-CA-Ng.loop1.water1.frame1314  20  1.7430
apoCaM-CA-Ng.loop1.water1.frame783  20  1.9340
apoCaM-CA-Ng.loop1.water1.frame785  20  1.8826
apoCaM-CA-Ng.loop1.water1.frame789  20  1.9347
apoCaM-CA-Ng.loop1.water1.frame790  20  1.9258
apoCaM-CA-Ng.loop1.water1.frame791  20  1.9303
apoCaM-CA-Ng.loop1.water1.frame797  20  1.9301
apoCaM-CA-Ng.loop1.water1.frame798  20  1.8878
apoCaM-CA-Ng.loop1.water1.frame803  20  1.8911
apoCaM-CA-Ng.loop1.water1.frame804  20  1.8856
apoCaM-CA-Ng.loop1.water1.frame805  20  1.9044
apoCaM-CA-Ng.loop1.water1.frame807  20  1.8915
apoCaM-CA-Ng.loop1.water1.frame809  20  1.8603
apoCaM-CA-Ng.loop1.water1.frame811  20  1.8978
apoCaM-CA-Ng.loop1.water1.frame812  20  1.8283
apoCaM-CA-Ng.loop1.water1.frame814  20  1.8809
apoCaM-CA-Ng.loop1.water1.frame815  20  1.8434
apoCaM-CA-Ng.loop1.water1.frame816  20  1.8173
apoCaM-CA-Ng.loop1.water1.frame817  20  1.8423
apoCaM-CA-Ng.loop1.water1.frame818  20  1.8568
apoCaM-CA-Ng.loop1.water1.frame819  20  1.9024
apoCaM-CA-Ng.loop1.water1.frame820  20  1.9078
apoCaM-CA-Ng.loop1.water1.frame822  20  1.8469
apoCaM-CA-Ng.loop1.water1.frame824  20  1.8493
apoCaM-CA-Ng.loop1.water1.frame825  20  1.8533
apoCaM-CA-Ng.loop1.water1.frame826  20  1.7739
apoCaM-CA-Ng.loop1.water1.frame827  20  1.8685
apoCaM-CA-Ng.loop1.water1.frame828  20  1.8761
apoCaM-CA-Ng.loop1.water1.frame829  20  1.7915
apoCaM-CA-Ng.loop1.water1.frame830  20  1.8492
apoCaM-CA-Ng.loop1.water1.frame832  20  1.8777
apoCaM-CA-Ng.loop1.water1.frame833  20  1.8816
apoCaM-CA-Ng.loop1.water1.frame834  20  1.8584
apoCaM-CA-Ng.loop1.water1.frame835  20  1.8753
apoCaM-CA-Ng.loop1.water1.frame836  20  1.8495
apoCaM-CA-Ng.loop1.water1.frame837  20  1.8507
apoCaM-CA-Ng.loop1.water1.frame838  20  1.8231
apoCaM-CA-Ng.loop1.water1.frame839  20  1.8354
apoCaM-CA-Ng.loop1.water1.frame840  20  1.8784
apoCaM-CA-Ng.loop1.water1.frame841  20  1.8361
apoCaM-CA-Ng.loop1.water1.frame842  20  1.8238
apoCaM-CA-Ng.loop1.water1.frame843  20  1.7936
apoCaM-CA-Ng.loop1.water1.frame844  20  1.8665
apoCaM-CA-Ng.loop1.water1.frame845  20  1.8253
apoCaM-CA-Ng.loop1.water1.frame846  20  1.8510
apoCaM-CA-Ng.loop1.water1.frame847  20  1.8574
apoCaM-CA-Ng.loop1.water1.frame848  20  1.8334
apoCaM-CA-Ng.loop1.water1.frame849  20  1.8958
apoCaM-CA-Ng.loop1.water1.frame850  20  1.9250
apoCaM-CA-Ng.loop1.water1.frame851  20  1.7738
apoCaM-CA-Ng.loop1.water1.frame852  20  1.8827
apoCaM-CA-Ng.loop1.water1.frame853  20  1.8593
apoCaM-CA-Ng.loop1.water1.frame854  20  1.9045
apoCaM-CA-Ng.loop1.water1.frame855  20  1.8827
apoCaM-CA-Ng.loop1.water1.frame856  20  1.7742
apoCaM-CA-Ng.loop1.water1.frame857  20  1.8887
apoCaM-CA-Ng.loop1.water1.frame858  20  2.0414
apoCaM-CA-Ng.loop1.water1.frame859  20  1.9134
apoCaM-CA-Ng.loop1.water1.frame860  20  1.8826
apoCaM-CA-Ng.loop1.water1.frame861  20  1.8599
apoCaM-CA-Ng.loop1.water1.frame862  20  1.8839
apoCaM-CA-Ng.loop1.water1.frame863  20  1.9037
apoCaM-CA-Ng.loop1.water1.frame864  20  1.8737
apoCaM-CA-Ng.loop1.water1.frame865  20  1.8523
apoCaM-CA-Ng.loop1.water1.frame866  20  1.8553
apoCaM-CA-Ng.loop1.water1.frame867  20  1.8816
apoCaM-CA-Ng.loop1.water1.frame868  20  1.8740
apoCaM-CA-Ng.loop1.water1.frame869  20  1.8177
apoCaM-CA-Ng.loop1.water1.frame870  20  1.8660
apoCaM-CA-Ng.loop1.water1.frame871  20  1.8774
apoCaM-CA-Ng.loop1.water1.frame872  20  1.8376
apoCaM-CA-Ng.loop1.water1.frame873  20  1.8875
apoCaM-CA-Ng.loop1.water1.frame874  20  1.8793
apoCaM-CA-Ng.loop1.water1.frame875  20  1.8841
apoCaM-CA-Ng.loop1.water1.frame876  20  1.8717
apoCaM-CA-Ng.loop1.water1.frame878  20  1.8423
apoCaM-CA-Ng.loop1.water1.frame879  20  1.8553
apoCaM-CA-Ng.loop1.water1.frame881  20  1.8879
apoCaM-CA-Ng.loop1.water1.frame882  20  1.8616
apoCaM-CA-Ng.loop1.water1.frame883  20  1.9087
apoCaM-CA-Ng.loop1.water1.frame884  20  1.9032
apoCaM-CA-Ng.loop1.water1.frame887  20  1.8721
apoCaM-CA-Ng.loop1.water1.frame888  20  1.8866
apoCaM-CA-Ng.loop1.water1.frame892  20  1.8836
apoCaM-CA-Ng.loop1.water1.frame896  20  1.8948
apoCaM-CA-Ng.loop1.water1.frame898  20  1.6763
apoCaM-CA-Ng.loop1.water1.frame900  20  1.8848
apoCaM-CA-Ng.loop1.water1.frame901  20  1.9260
apoCaM-CA-Ng.loop1.water1.frame904  20  1.8816
apoCaM-CA-Ng.loop1.water1.frame905  20  1.7623
apoCaM-CA-Ng.loop1.water1.frame906  20  1.8826
apoCaM-CA-Ng.loop1.water1.frame909  20  1.8352
apoCaM-CA-Ng.loop1.water1.frame911  20  1.8154
apoCaM-CA-Ng.loop1.water1.frame913  20  1.9069
apoCaM-CA-Ng.loop1.water1.frame920  20  1.8684
apoCaM-CA-Ng.loop1.water1.frame922  20  1.9220
apoCaM-CA-Ng.loop1.water1.frame925  20  1.9060
apoCaM-CA-Ng.loop1.water1.frame927  20  1.9463
apoCaM-CA-Ng.loop1.water1.frame928  20  1.8890
apoCaM-CA-Ng.loop1.water1.frame930  20  1.6555
apoCaM-CA-Ng.loop1.water1.frame933  20  1.8287
apoCaM-CA-Ng.loop1.water1.frame935  20  1.8858
apoCaM-CA-Ng.loop1.water1.frame939  20  1.9294
apoCaM-CA-Ng.loop1.water1.frame940  20  1.8923
apoCaM-CA-Ng.loop1.water1.frame944  20  1.9097
apoCaM-CA-Ng.loop1.water2.frame101  20  1.9294
apoCaM-CA-Ng.loop1.water2.frame102  20  1.8939
apoCaM-CA-Ng.loop1.water2.frame1038  20  1.8378
apoCaM-CA-Ng.loop1.water2.frame1039  20  1.8902
apoCaM-CA-Ng.loop1.water2.frame1040  20  1.8087
apoCaM-CA-Ng.loop1.water2.frame1048  20  1.7492
apoCaM-CA-Ng.loop1.water2.frame1053  20  1.7714
apoCaM-CA-Ng.loop1.water2.frame1054  20  1.8840
apoCaM-CA-Ng.loop1.water2.frame1056  20  1.7921
apoCaM-CA-Ng.loop1.water2.frame1063  20  1.8180
apoCaM-CA-Ng.loop1.water2.frame1064  20  1.8657
apoCaM-CA-Ng.loop1.water2.frame1067  20  1.9310
apoCaM-CA-Ng.loop1.water2.frame1075  20  1.8726
apoCaM-CA-Ng.loop1.water2.frame1076  20  1.9246
apoCaM-CA-Ng.loop1.water2.frame1079  20  1.8138
apoCaM-CA-Ng.loop1.water2.frame1080  20  1.8623
apoCaM-CA-Ng.loop1.water2.frame1086  20  1.7963
apoCaM-CA-Ng.loop1.water2.frame1094  20  1.9229
apoCaM-CA-Ng.loop1.water2.frame1097  20  1.8282
apoCaM-CA-Ng.loop1.water2.frame1099  20  1.7695
apoCaM-CA-Ng.loop1.water2.frame1101  20  1.8039
apoCaM-CA-Ng.loop1.water2.frame1108  20  1.8844
apoCaM-CA-Ng.loop1.water2.frame1110  20  1.7562
apoCaM-CA-Ng.loop1.water2.frame1112  20  1.8694
apoCaM-CA-Ng.loop1.water2.frame1115  20  1.7149
apoCaM-CA-Ng.loop1.water2.frame1116  20  1.9305
apoCaM-CA-Ng.loop1.water2.frame1122  20  1.8923
apoCaM-CA-Ng.loop1.water2.frame1123  20  1.8698
apoCaM-CA-Ng.loop1.water2.frame1125  20  1.8142
apoCaM-CA-Ng.loop1.water2.frame1130  20  1.8959
apoCaM-CA-Ng.loop1.water2.frame1132  20  1.7679
apoCaM-CA-Ng.loop1.water2.frame1137  20  1.8679
apoCaM-CA-Ng.loop1.water2.frame1138  20  1.8846
apoCaM-CA-Ng.loop1.water2.frame1139  20  1.8974
apoCaM-CA-Ng.loop1.water2.frame1143  20  1.8167
apoCaM-CA-Ng.loop1.water2.frame1144  20  1.8144
apoCaM-CA-Ng.loop1.water2.frame1149  20  1.7146
apoCaM-CA-Ng.loop1.water2.frame1150  20  1.8236
apoCaM-CA-Ng.loop1.water2.frame1172  20  1.8620
apoCaM-CA-Ng.loop1.water2.frame1180  20  1.7548
apoCaM-CA-Ng.loop1.water2.frame1182  20  1.8073
apoCaM-CA-Ng.loop1.water2.frame1190  20  1.8104
apoCaM-CA-Ng.loop1.water2.frame1239  20  1.7950
apoCaM-CA-Ng.loop1.water2.frame1260  20  1.7483
apoCaM-CA-Ng.loop1.water2.frame1262  20  1.8296
apoCaM-CA-Ng.loop1.water2.frame1264  20  1.7469
apoCaM-CA-Ng.loop1.water2.frame1265  20  1.7561
apoCaM-CA-Ng.loop1.water2.frame1267  20  1.7723
apoCaM-CA-Ng.loop1.water2.frame126  20  1.9328
apoCaM-CA-Ng.loop1.water2.frame1271  20  1.8155
apoCaM-CA-Ng.loop1.water2.frame1276  20  0.5149
apoCaM-CA-Ng.loop1.water2.frame1277  20  1.7168
apoCaM-CA-Ng.loop1.water2.frame1278  20  1.7983
apoCaM-CA-Ng.loop1.water2.frame1279  20  1.7885
apoCaM-CA-Ng.loop1.water2.frame127  20  1.9380
apoCaM-CA-Ng.loop1.water2.frame1280  20  1.6746
apoCaM-CA-Ng.loop1.water2.frame1281  20  1.7381
